timestamp,open,high,low,close,volume
2024-01-03 19:00:00,0.392000,0.395000,0.385000,0.388000,11600000
2024-01-03 20:00:00,0.388000,0.392000,0.380000,0.382000,11800000
2024-01-03 21:00:00,0.382000,0.385000,0.375000,0.378000,12000000
2024-01-03 22:00:00,0.378000,0.382000,0.370000,0.372000,12200000
2024-01-03 23:00:00,0.372000,0.375000,0.365000,0.368000,12400000
2024-01-04 00:00:00,0.368000,0.372000,0.360000,0.362000,12600000
2024-01-04 01:00:00,0.362000,0.365000,0.355000,0.358000,12800000
2024-01-04 02:00:00,0.358000,0.362000,0.350000,0.352000,13000000
2024-01-04 03:00:00,0.352000,0.355000,0.345000,0.348000,13200000
2024-01-04 04:00:00,0.348000,0.352000,0.340000,0.342000,13400000
2024-01-04 05:00:00,0.342000,0.345000,0.335000,0.338000,13600000
2024-01-04 06:00:00,0.338000,0.342000,0.330000,0.332000,13800000
2024-01-04 07:00:00,0.332000,0.335000,0.325000,0.328000,14000000
2024-01-04 08:00:00,0.328000,0.332000,0.320000,0.322000,14200000
2024-01-04 09:00:00,0.322000,0.325000,0.315000,0.318000,14400000
2024-01-04 10:00:00,0.318000,0.322000,0.310000,0.312000,14600000
2024-01-04 11:00:00,0.312000,0.315000,0.305000,0.308000,14800000
2024-01-04 12:00:00,0.308000,0.312000,0.300000,0.302000,15000000
2024-01-04 13:00:00,0.302000,0.305000,0.295000,0.298000,15200000
2024-01-04 14:00:00,0.298000,0.302000,0.290000,0.292000,15400000
2024-01-04 15:00:00,0.292000,0.295000,0.285000,0.288000,15600000
2024-01-04 16:00:00,0.288000,0.292000,0.280000,0.282000,15800000
2024-01-04 17:00:00,0.282000,0.285000,0.275000,0.278000,16000000
2024-01-04 18:00:00,0.278000,0.282000,0.270000,0.272000,16200000
2024-01-04 19:00:00,0.272000,0.275000,0.265000,0.268000,16400000
2024-01-04 20:00:00,0.268000,0.272000,0.260000,0.262000,16600000
2024-01-04 21:00:00,0.262000,0.265000,0.255000,0.258000,16800000
2024-01-04 22:00:00,0.258000,0.262000,0.250000,0.252000,17000000
2024-01-04 23:00:00,0.252000,0.255000,0.245000,0.248000,17200000 
