timestamp,open,high,low,close,volume
2024-01-04 05:00:00,0.348000,0.352000,0.340000,0.342000,7400000
2024-01-04 06:00:00,0.342000,0.345000,0.335000,0.338000,7500000
2024-01-04 07:00:00,0.338000,0.342000,0.330000,0.332000,7600000
2024-01-04 08:00:00,0.332000,0.335000,0.325000,0.328000,7700000
2024-01-04 09:00:00,0.328000,0.332000,0.320000,0.322000,7800000
2024-01-04 10:00:00,0.322000,0.325000,0.315000,0.318000,7900000
2024-01-04 11:00:00,0.318000,0.322000,0.310000,0.312000,8000000
2024-01-04 12:00:00,0.312000,0.315000,0.305000,0.308000,8100000
2024-01-04 13:00:00,0.308000,0.312000,0.300000,0.302000,8200000
2024-01-04 14:00:00,0.302000,0.305000,0.295000,0.298000,8300000
2024-01-04 15:00:00,0.298000,0.302000,0.290000,0.292000,8400000
2024-01-04 16:00:00,0.292000,0.295000,0.285000,0.288000,8500000
2024-01-04 17:00:00,0.288000,0.292000,0.280000,0.282000,8600000
2024-01-04 18:00:00,0.282000,0.285000,0.275000,0.278000,8700000
2024-01-04 19:00:00,0.278000,0.282000,0.270000,0.272000,8800000
2024-01-04 20:00:00,0.272000,0.275000,0.265000,0.268000,8900000
2024-01-04 21:00:00,0.268000,0.272000,0.260000,0.262000,9000000
2024-01-04 22:00:00,0.262000,0.265000,0.255000,0.258000,9100000
2024-01-04 23:00:00,0.258000,0.262000,0.250000,0.252000,9200000 
